Publication Year,Author,Title,ISSN,DOI,"About, in title (W=women, M=men, W&M = women & men, X=not mentioned)","theme (phys ed (or just ed) and recreation, PE; sports; research study, RS; research study (methods), RS (M); other, OTH)","RACE MENT, FATIGUE",NOTES,"Author sex (M, W or F, x = unknown b/c only 1st initial"
1945,Alfred Marshak; Albert C. Walker,Effect of Liver Fractions on Mitosis in Regenerating Liver,0002-9513,10.1152/ajplegacy.1945.143.2.226,,,,,
1945,Ira R. Telford; Jack E. Swegart; Fred C. Schoene,Blood Pressure Studies on Normal and Vitamin E Deficient Rats,0002-9513,10.1152/ajplegacy.1945.143.2.214,,,,,
1945,Theodore Bernthal; Harry E. Motley; F Schwind; William F. Weeks,The Efferent Pathway of Chemoreflex Vasomotor Reactions Arising From the Carotid Body,0002-9513,10.1152/ajplegacy.1945.143.2.220,,,,,
1945,David L. Bassett,Standard Human Serum Albumin Stabilized With Sodium Phenylacetate and Sodium Mandelate,0002-9513,10.1152/ajplegacy.1945.143.2.272,,,,,
1945,James C. Bean; Seymour Wapner; Ernest C. Siegfried,Residual Disturbances in the Higher Functions of the C. N. S. Induced by Oxygen at High Pressure,0002-9513,10.1152/ajplegacy.1945.143.2.206,,,,,
1945,Irvine H. Page; Richard G. Abell,Effects of Acute Hemorrhage and of Subsequent Infusion Upon the Blood Vessels and Blood Flow as Seen in the Mesenteries of Anesthetized Dogs,0002-9513,10.1152/ajplegacy.1945.143.2.182,,,,,
1945,Albert R. Weinglass; Henri Tagnon,Effects of Chymotrypsin on Insulin and Blood Glucose,0002-9513,10.1152/ajplegacy.1945.143.2.277,,,,,
1945,David Rapport; Ruth Guild; Attilio Canzanelli,The Transmission by Crossed Circulation of a Shock Producing Factor,0002-9513,10.1152/ajplegacy.1945.143.3.440,,,,,
1945,Curt P. Richter; Katherine K. Rice,Self-Selection Studies on Coprophagy as a Source of Vitamin B Complex,0002-9513,10.1152/ajplegacy.1945.143.3.344,,,,,
1945,Sanford M. Rosenthal; Herbert Tabor; R. D. Lillie,The Local Nature of Acquired Resistance to Trauma,0002-9513,10.1152/ajplegacy.1945.143.3.402,,,,,
1945,Clare G. Peterson; W. B. Youmans,"The Intestino-Intestinal Inhibitory Reflex: Threshold Variations, Sensitization and Summation",0002-9513,10.1152/ajplegacy.1945.143.3.407,,,,,
1945,J. T. Skinner; J. S. McHargue,Response of Rats to Boron Supplements When Fed Rations Low in Potassium,0002-9513,10.1152/ajplegacy.1945.143.3.385,,,,,
1945,L. B. Jaques; Allan Dunlop,The Effect of Calcium Concentration on the Prothrombin Time of Dogs Treated With Dicumarol,0002-9513,10.1152/ajplegacy.1945.143.3.355,,,,,
1945,C. Lockard Conley; John L. Nickerson,Effects of Temperature Change on the Water Balance in Man,0002-9513,10.1152/ajplegacy.1945.143.3.373,,,,,
1945,H. L. Campbell,Seasonal Changes in Food Consumption and Rate of Growth of the Albino Rat,0002-9513,10.1152/ajplegacy.1945.143.3.428,,,,,
1945,Curt P. Richter; Katherine K. Rice,A Comparison of the Nutritive Value of Dextrose and Sucrose and of the Effects Produced on Their Utilization by Thiamine Hydrochloride,0002-9513,10.1152/ajplegacy.1945.143.3.336,,,,,
1945,Theodore Bernthal; F Schwind,A Comparison in Intestine and Leg of the Reflex Vascular Response to Carotid-Aortic Chemoreceptor Stimulation,0002-9513,10.1152/ajplegacy.1945.143.3.361,,,,,
1945,Christine King; Miles H. Robinson,The Nervous Mechanisms of the Muscularis Mucosae,0002-9513,10.1152/ajplegacy.1945.143.3.325,,,,,
1945,P. L. MacLachlan; Christopher Thacker,The Effect of Anoxia on Fat Absorption in Rats,0002-9513,10.1152/ajplegacy.1945.143.3.391,,,,,
1945,Percy M. Dawson; F. A. Hellebrandt,The Influence of Aging in Man Upon His Capacity for Physical Work and Upon His Cardio-Vascular Responses to Exercise,0002-9513,10.1152/ajplegacy.1945.143.3.420,,,,,
1945,Arthur Kornberg; Herbert Tabor; W. H. Sebrell,Blood Regeneration in Pyridoxine-Deficient Rats,0002-9513,10.1152/ajplegacy.1945.143.3.434,,,,,
1945,Elizabeth Crofts Callison; Virginia H. Knowles,Liver Reserves of Vitamin a and Their Relation to the Signs of Vitamin a Deficiency in the Albino Rat,0002-9513,10.1152/ajplegacy.1945.143.3.444,,,,,
1945,Richard Ashman; Frederick P. Ferguson; Alice I. Gremillion; Edwin Byer,The Effect of Cycle-Length Changes Upon the Form and Amplitude of the T Deflection of the Electrocardiogram,0002-9513,10.1152/ajplegacy.1945.143.3.453,,,,,
1945,R. E. Shipley; Donald E. Gregg,The Cardiac Response to Stimulation of the Stellate Ganglia and Cardiac Nerves,0002-9513,10.1152/ajplegacy.1945.143.3.396,,,,,
1945,C. I. Reed; Brian Reed,Evidence of the Peripheral Action of Vitamin D From X-Ray Diffraction Studies,0002-9513,10.1152/ajplegacy.1945.143.3.413,,,,,
1945,A. V. Wolf,The Dehydrating Effect of Continuously Administered Water,0002-9513,10.1152/ajplegacy.1945.143.4.567,,,,,
1945,Ernst Simonson; Samuel S. Blankstein; Eben J. Carey,The Efficiency of the Glare Reduction by the Eyelids,0002-9513,10.1152/ajplegacy.1945.143.4.541,,,,,
1945,J. Russell Jordan,The Effect of Adrenalectomy on the Potassium of Stimulated Muscle,0002-9513,10.1152/ajplegacy.1945.143.4.558,,,,,
1945,L. Friedberg; L. N. Katz,Observations on Shock Following Bilateral Venous Occlusion of the Hind-Limbs of the Dog,0002-9513,10.1152/ajplegacy.1945.143.4.589,,,,,
1945,A. V. Wolf,The Retention and Excretion of Continuously Administered Salt Solutions,0002-9513,10.1152/ajplegacy.1945.143.4.572,,,,,
1945,Louis N. Katz; W. Wise; K. Jochim,The Control of the Coronary Flow in the Denervated Isolated Heart and Heart-Lung Preparation of the Dog,0002-9513,10.1152/ajplegacy.1945.143.4.479,,,,,
1945,Paul Weiss; Hsi Wang; Alan C. Taylor; Mac V. Edds,"Proximo-Distal Fluid Convection in the Endoneurial Spaces of Peripheral Nerves, Demonstrated by Colored and Radioactive (Isotope) Tracers",0002-9513,10.1152/ajplegacy.1945.143.4.521,,,,,
1945,R. J. Schachter,The Use of Cholinesterase in Shock,0002-9513,10.1152/ajplegacy.1945.143.4.552,,,,,
1945,L. N. Katz; W. Wise; K. Jochim,The Dynamics of the Non-Failure Period of the Isolated Heart and Heart-Lung Preparation,0002-9513,10.1152/ajplegacy.1945.143.4.495,,,,,
1945,Louis N. Katz; W. Wise; K. Jochim,The Dynamic Alterations in Heart Failure in the Isolated Heart and Heart-Lung Preparation,0002-9513,10.1152/ajplegacy.1945.143.4.507,,,,,
1945,F. J. W. Roughton,The KINETICS OF THE REACTION CO + O2Hb ⇄ O2 + COHb IN HUMAN BLOOD AT BODY TEMPERATURE,0002-9513,10.1152/ajplegacy.1945.143.4.609,,,,,
1945,W. H. Forbes; Frederick Sargent; F. J. W. Roughton,The Rate of Carbon Monoxide Uptake by Normal Men,0002-9513,10.1152/ajplegacy.1945.143.4.594,,,,,
1945,F. J. W. Roughton,The Average Time Spent by the Blood in the Human Lung Capillary and Its Relation to the Rates of Co Uptake and Elimination in Man,0002-9513,10.1152/ajplegacy.1945.143.4.621,,,,,
1945,Choh Hao Li; Virgil V. Herring,Effect of Adrenocorticotropic Hormone on the Survival of Normal Rats During Anoxia,0002-9513,10.1152/ajplegacy.1945.143.4.548,,,,,
1945,Louis N. Katz; W. Wise; K. Jochim,The Dynamics of the Isolated Heart and Heart-Lung Preparations of the Dog,0002-9513,10.1152/ajplegacy.1945.143.4.463,,,,,
1945,Emmett B. Carmichael; John Strickland; R. Driver,"The Contents of the Stomach, Small Intestine, Cecum and Colon of Normal and Fasting Rabbits",0002-9513,10.1152/ajplegacy.1945.143.4.562,,,,,
1945,Clarissa H. Beatty,The Effect of Hemorrhage on the Lactate/Pyruvate Ratio and Arterial-Venous Differences in Glucose and Lactate,0002-9513,10.1152/ajplegacy.1945.143.4.579,,,,,
1945,Robert S. Alexander,The Effects of Blood Flow and Anoxia on Spinal Cardiovascular Centers,0002-9513,10.1152/ajplegacy.1945.143.5.698,,,,,
1945,Henri Tagnon; Albert R. Weinglass; William E. Goodpastor,The Nature and Mechanism of Shock Produced by the Intravenous Injection of Chymotrypsin,0002-9513,10.1152/ajplegacy.1945.143.5.644,,,,,
1945,G. W. Salisbury; N. L. Vandemark,Stimulation of Livability and Glycolysis by Additions of Glucose to the Egg Yolk-Citrate Diluent for Ejaculated Bovine Semen,0002-9513,10.1152/ajplegacy.1945.143.5.692,,,,,
1945,Robert H. Williams; Gloria A. Kay,"Absorption, Distribution and Excretion of Thiourea",0002-9513,10.1152/ajplegacy.1945.143.5.715,,,,,
1945,Ralph Riley; Beatrix McCleary; Ruth E. Johnson,Denervation Atrophy of Bone and Muscle. An Examination of the Effect of Choline and Some Further Observations on the Metabolism of Phosphorylcholine and Deposition of P32 in Bone,0002-9513,10.1152/ajplegacy.1945.143.5.677,,,,,
1945,Earl R. Norris; Henry W. Elliott,Tolerance to Arsenic Trioxide in the Albino Rat,0002-9513,10.1152/ajplegacy.1945.143.5.635,,,,,
1945,Verlus F. Lindeman,"A Comparative Study of the Cholinesterase Activity of the Vertebrate Nervous System, With Especial Reference to Its Relationship to Motor Ability",0002-9513,10.1152/ajplegacy.1945.143.5.687,,,,,
1945,Henry W. Elliott; Earl R. Norris,In Vitro and in Vivo Studies of the Effect of Arsenite on the Respiration of Rat Tissues,0002-9513,10.1152/ajplegacy.1945.143.5.639,,,,,
1945,Richard T. Shore; J. P. Holt; P. K. Knoefel,Determination of Cardiac Output in the Dog by the Fick Procedure,0002-9513,10.1152/ajplegacy.1945.143.5.709,,,,,
1945,James C. Bean; Ernest C. Siegfried,Transient and Permanent After-Effects of Exposure to Oxygen at High Pressure,0002-9513,10.1152/ajplegacy.1945.143.5.656,,,,,
1945,Hebbel E. Hoff; L. H. Nahum,The Electrocardiographic Localization of Myocardial Infarcts by Injury Currents and Ventricular Extrasystoles,0002-9513,10.1152/ajplegacy.1945.143.5.723,,,,,
1945,Walter S. Wilde,The Chloride Equilibrium in Muscle,0002-9513,10.1152/ajplegacy.1945.143.5.666,,,,,
1945,Robert Gesell; E. T. Hansen,Anticholinesterase Activity of Acid as a Biological Instrument of Nervous Integration,0002-9513,10.1152/ajplegacy.1945.144.1.126,,,,,
1945,Carl J. Wiggers,The Failure of Transfusions in Irreversible Hemorrhagic Shock,0002-9513,10.1152/ajplegacy.1945.144.1.91,,,,,
1945,Con Fenning; Clarence R. Mott,The Effect of Modulated High Frequency Condenser Field on the Straub-Fuehner Frog Heart Preparation,0002-9513,10.1152/ajplegacy.1945.144.1.1,,,,,
1945,Reginald A. Shipley; E. J. Humel,Carbohydrate and Acetone Body Metabolism of Liver Slices and the Effect of Insulin,0002-9513,10.1152/ajplegacy.1945.144.1.51,,,,,
1945,B. S. Schweigert; L. J. Teply; I. Tatman Greenhut; C. A. Elvehjem,The RIBOFLAVIN AND VITAMIN Bc POTENCY OF TISSUES FROM RATS FED SUCCINYL SULFATHIAZOLE WITH AND WITHOUT LIVER SUPPLEMENTS,0002-9513,10.1152/ajplegacy.1945.144.1.74,,,,,
1945,Ancel Keys; Austin Henschel; Henry L. Taylor; Olaf Mickelsen; Josef Brozek,Experimental Studies on Man With a Restricted Intake of the B Vitamins,0002-9513,10.1152/ajplegacy.1945.144.1.5,,,,,
1945,Francis M. Forster; Robert H. McCarter,SPREAD OF ACh INDUCED ELECTRICAL DISCHARGES OF THE CEREBRAL CORTEX,0002-9513,10.1152/ajplegacy.1945.144.1.168,,,,,
1945,Virginia Hermanson; Frank A. Hartman,Protection of Adrenalectomized Rats Against a High Temperature,0002-9513,10.1152/ajplegacy.1945.144.1.108,,,,,
1945,Frederick A. Fuhrman; Geraldine J. Fuhrman; Nd John Field,Oxygen Consumption of Excised Rat Tissues Following Acute Anoxic Anoxia,0002-9513,10.1152/ajplegacy.1945.144.1.87,,,,,
1945,Warren S. Rehm,The Effect of Electric Current on Gastric Secretion and Potential,0002-9513,10.1152/ajplegacy.1945.144.1.115,,,,,
1945,Charles R. Brassfield,FLOW AND pH CHANGE OF SUBMAXILLARY SALIVA ASSOCIATED WITH VARIATIONS IN ACID-BASE EQUILIBRIUM,0002-9513,10.1152/ajplegacy.1945.144.1.43,,,,,
1945,Ronald E. Johnson; Luis Alfonso Mojica Contreras; F. C. Consolazio; P. Robinson,A Comparison of Intravenous and Oral Vitamin Tolerance Tests,0002-9513,10.1152/ajplegacy.1945.144.1.58,,,,,
1945,W. Henry Hollinshead; Charles H. Sawyer,Mechanisms of Carotid Body Stimulation,0002-9513,10.1152/ajplegacy.1945.144.1.79,,,,,
1945,S. F. Cook; W. N. Sears,Studies on the Cardio-Vascular System of Dogs With Radioactive Inert Gases,0002-9513,10.1152/ajplegacy.1945.144.1.164,,,,,
1945,David Marine; Emil J. Baumann,Hypertrophy of Adrenal Medulla of White Rats in Chronic Thiouracil Poisoning,0002-9513,10.1152/ajplegacy.1945.144.1.69,,,,,
1945,Caroline Tum-Suden; Leland C. Wyman; Matthew A. Derow,Blood Potassium and Histamine Intoxication in Relation to Adrenocortical Function in Rats,0002-9513,10.1152/ajplegacy.1945.144.1.102,,,,,
1945,H. M. Hines; Eleanor V. Melville; William H. Wehrmacher,The Effect of Electrical Stimulation on Neuromuscular Regeneration,0002-9513,10.1152/ajplegacy.1945.144.2.278,,,,,
1945,John S. Lawrence; Donald M. Ervin; Raymond M. Wetrich,Life Cycle of White Blood Cells,0002-9513,10.1152/ajplegacy.1945.144.2.284,,,,,
1945,William S. Adams; Richard H. Saunders; John S. Lawrence,Output of Lymphocytes in Cats Including Studies on Thoracic Duct Lymph and Peripheral Blood,0002-9513,10.1152/ajplegacy.1945.144.2.297,,,,,
1945,Clarissa H. Beatty,The Ability of the Liver to Change Blood Glucose and Lactate Concentrations Following Severe Hemorrhage,0002-9513,10.1152/ajplegacy.1945.144.2.233,,,,,
1945,W. A. P. Black; Peter V. Karpovich,Effect of Exercise Upon the Erythrocyte Sedimentation Rate,0002-9513,10.1152/ajplegacy.1945.144.2.224,,,,,
1945,Henry L. Taylor; Lester Erickson; Austin Henschel; Ancel Keys,The Effect of Bed Rest on the Blood Volume of Normal Young Men,0002-9513,10.1152/ajplegacy.1945.144.2.227,,,,,
1945,Ernst Gellhorn; Marten Thompson,The Influence of Excitation of Muscle Pain Receptors on Reflexes of the Decerebrate Cat,0002-9513,10.1152/ajplegacy.1945.144.2.259,,,,,
1945,Hampden Lawson; Warren S. Rehm,The Reversibility of the Cardiovascular Damage Done by Nearly Complete Exsanguination,0002-9513,10.1152/ajplegacy.1945.144.2.206,,,,,
1945,Hampden Lawson; Warren S. Rehm,The Efficacy of Gelatin Solutions and Other Cell-Free Fluids in Reversing the Effects of Nearly Complete Exsanguination,0002-9513,10.1152/ajplegacy.1945.144.2.217,,,,,
1945,Henry J. Ralston; Wm. J. Kerr,Vascular Responses of the Nasal Mucosa to Thermal Stimuli With Some Observations on Skin Temperature,0002-9513,10.1152/ajplegacy.1945.144.2.305,,,,,
1945,Isidore Gersh; Carroll E. Wagner,Metabolic Factors in Oxygen Poisoning,0002-9513,10.1152/ajplegacy.1945.144.2.270,,,,,
1945,Hampden Lawson; Warren S. Rehm,The Effect of Hemorrhage and Replacement on the Apparent Volume of Plasma and Cells,0002-9513,10.1152/ajplegacy.1945.144.2.199,,,,,
1945,George H. Chambers; Eleanor V. Melville; Ruth S. Hare; Kendrick Hare,Regulation of the Release of Pituitrin by Changes in the Osmotic Pressure of the Plasma,0002-9513,10.1152/ajplegacy.1945.144.2.311,,,,,
1945,Francisco Hoffmann; Elena J. Hoffmann; Samuel Middleton; J Talesnik,The Stimulating Effect of Acetylcholine on the Mammalian Heart and the Liberation of an Epinephrine-Like Substance by the Isolated Heart,0002-9513,10.1152/ajplegacy.1945.144.2.189,,,,,
1945,Karl H. Beyer; Sydney H. Shapiro,The Excretion of Conjugated Epinephrine Related Compounds,0002-9513,10.1152/ajplegacy.1945.144.2.321,,,,,
1945,Dwight J. Ingle; Ruth Sheppard; H Winter,The Survival Times of Eviscerated Rats as Influenced by the Continuous Intravenous Administration of a Solution of Sodium Chloride,0002-9513,10.1152/ajplegacy.1945.144.2.255,,,,,
1945,Robert F. Pitts; Robert S. Alexander,The Nature of the Renal Tubular Mechanism for Acidifying the Urine,0002-9513,10.1152/ajplegacy.1945.144.2.239,,,,,
1945,Susan Gower Smith,A Progressive Paralysis in Dogs Cured With Synthetic Biotin,0002-9513,10.1152/ajplegacy.1945.144.2.175,,,,,
1945,Clifford F. Gerber; E. W. Blanchard,"The Effect of Certain Substances on Clotting Time, in Vitro",0002-9513,10.1152/ajplegacy.1945.144.3.447,,,,,
1945,Virgil L. Koenig; F. X. Gassner; R. G. Gustavson,Effect of Estrone and Diethylstilbestrol on Growth Rate of Rats and on Iodine Content of Thyroids,0002-9513,10.1152/ajplegacy.1945.144.3.363,,,,,
1945,Callum J. Campbell; Margaret M. McCabe; Roy C. Brown; A. D. Emmett,CRYSTALLINE VITAMIN Bc IN RELATION TO THE CELLULAR ELEMENTS OF CHICK BLOOD,0002-9513,10.1152/ajplegacy.1945.144.3.348,,,,,
1945,Roberta Follansbee,The Osmotic Activity of Gastrointestinal Fluids After Water Ingestion in the Rat,0002-9513,10.1152/ajplegacy.1945.144.3.355,,,,,
1945,William F. Allen,Effect of Destroying Three Localized Cerebral Cortical Areas for Sound on Correct Conditioned Differential Responses of the Dog's Foreleg,0002-9513,10.1152/ajplegacy.1945.144.3.415,,,,,
1945,John L. Nickerson,Local Fluid Loss in Trauma,0002-9513,10.1152/ajplegacy.1945.144.3.429,,,,,
1945,John E. Davis; Jeffrey B. Gross,Hemolytic Anemia Produced by the Feeding of Fat and Choline,0002-9513,10.1152/ajplegacy.1945.144.3.444,,,,,
1945,Ewald E. Selkurt,The Changes in Renal Clearance Following Complete Ischemia of the Kidney,0002-9513,10.1152/ajplegacy.1945.144.3.395,,,,,
1945,James M. Hundley; L. L. Ashburn; W. H. Sebrell,The Electrocardiogram in Chronic Thiamine Deficiency in Rats,0002-9513,10.1152/ajplegacy.1945.144.3.404,,,,,
1945,Edmond J. Farris; Eleanor H. Yeakel; Harold S. Medoff,Development of Hypertension in Emotional Gray Norway Rats After Air Blasting,0002-9513,10.1152/ajplegacy.1945.144.3.331,,,,,
1945,Maurice B. Visscher; Raymond R. Roepke,Osmotic and Electrolyte Concentration Relationships During Absorption of Salt Solutions From Ileal Segments,0002-9513,10.1152/ajplegacy.1945.144.3.468,,,,,
1945,Archie R. Tunturi,Further Afferent Connections to the Acoustic Cortex of the Dog,0002-9513,10.1152/ajplegacy.1945.144.3.389,,,,,
1945,Maurice B. Visscher; Raymond R. Roepke; Nathan Lifson,Osmotic and Electrolyte Concentration Relationships During the Absorption of Autogenous Serum From Ileal Segments,0002-9513,10.1152/ajplegacy.1945.144.3.457,,,,,
1945,Otto Rosenthal; Henry A. Shenkin; David L. Drabkin,"Oxidation of Pyruvate and Glucose in Brain Suspensions From Animals Subjected to Irreversible Hemorrhagic Shock, Carbon Monoxide Poisoning, or Temporary Arrest of the Circulation—a Study of the Effects of Anoxia",0002-9513,10.1152/ajplegacy.1945.144.3.334,,,,,
1945,Ross A. McFarland; Michael Halperin; Jorma I. Niven,Visual Thresholds as an Index of the Modification of the Effects of Anoxia by Glucose,0002-9513,10.1152/ajplegacy.1945.144.3.378,,,,,
1945,James M. Orten; Aline Underhill Orten,The Production of Polycythemia by Cobalt in Rats Made Anemic by a Diet Low in Protein,0002-9513,10.1152/ajplegacy.1945.144.3.464,,,,,
1945,R. Seeley,Nitrogen Balance and Plasma Protein Regeneration in Hypoproteinemic Dogs,0002-9513,10.1152/ajplegacy.1945.144.3.369,,,,,
1945,Jesse L. Bollman; Eunice V. Flock,Phosphate Turnover in Muscle During Shock,0002-9513,10.1152/ajplegacy.1945.144.3.437,,,,,
1945,W. F. Hamilton; J. W. Remington; Philip Dow,The Determination of the Propagation Velocity of the Arterial Pulse Wave,0002-9513,10.1152/ajplegacy.1945.144.4.521,,,,,
1945,George C. Henny; M. Spiegel-Adolf,X-Ray Diffraction Studies on Fish Bones,0002-9513,10.1152/ajplegacy.1945.144.4.632,,,,,
1945,W. F. Hamilton; Philip Dow; J. W. Remington,The Relationship Between the Cardiac Ejection Curve and the Ballistocardiographic Forces,0002-9513,10.1152/ajplegacy.1945.144.4.557,,,,,
1945,Hampden Lawson; Richard C. Porter; Warren S. Rehm,"Bleeding Volume in Experimental Shock Produced by Prolonged Epinephrine Administration, Intraperitoneal Injection of Glucose, and Intestinal Strangulation",0002-9513,10.1152/ajplegacy.1945.144.4.595,,,,,
1945,Paul F. Fenton,Response of the Gastrointestinal Tract to Ingested Glucose Solutions,0002-9513,10.1152/ajplegacy.1945.144.4.609,,,,,
1945,H. F. Haney; A. J. Lindgren; W. B. Youmans,"An Experimental Analysis, by Means of Acetylcholine Hypotension, of the Problem of Vagal Cardio-Accelerator Fibers",0002-9513,10.1152/ajplegacy.1945.144.4.513,,,,,
1945,Raymond C. Ingraham; Harold C. Wiggers,Alkalinizing Agents and Fluid Priming in Hemorrhagic Shock,0002-9513,10.1152/ajplegacy.1945.144.4.505,,,,,
1945,A. Van Harreveld,Re-Innervation of Denervated Muscle Fibers by Adjacent Functioning Motor Units,0002-9513,10.1152/ajplegacy.1945.144.4.477,,,,,
1945,J. W. Remington; W. F. Hamilton; Philip Dow,Some Difficulties Involved in the Prediction of the Stroke Volume From the Pulse Wave Velocity,0002-9513,10.1152/ajplegacy.1945.144.4.536,,,,,
1945,Dwight E. Clark; Mary Lou Eilert; Lester R. Dragstedt,Lipotropic Action of Lipocaic,0002-9513,10.1152/ajplegacy.1945.144.4.620,,,,,
1945,Paul E. Howe; George H. Berryman,Average Food Consumption in the Training Camps of the United States Army (1941–1943),0002-9513,10.1152/ajplegacy.1945.144.4.588,,,,,
1945,E. Mylon; M. C. Winternitz,Factors Concerned With the Induction of Tourniquet Shock,0002-9513,10.1152/ajplegacy.1945.144.4.494,,,,,
1945,Richard A. Groat; Talmage L. Peele,Blood Pressure Response to Acutely Increased Pressure Upon the Spinal Cord,0002-9513,10.1152/ajplegacy.1945.144.4.578,,,,,
1945,J. W. Remington; W. F. Hamilton,The Construction of a Theoretical Cardiac Ejection Curve From the Contour of the Aortic Pressure Pulse,0002-9513,10.1152/ajplegacy.1945.144.4.546,,,,,
1945,Mildred Liling; Richard A. Gaunt,Acquired Resistance to Water Intoxication,0002-9513,10.1152/ajplegacy.1945.144.4.571,,,,,
1945,Charles C. Scott,Observations in Total Biliary Fistula Dogs Without Bile Therapy,0002-9513,10.1152/ajplegacy.1945.144.4.626,,,,,
1945,Sherburne F. Cook; Enrique Strajman,The Effect of Decompression of Human Metabolism During and After Exercise,0002-9513,10.1152/ajplegacy.1945.144.5.637,,,,,
1945,Ann O. Edison; Robert Silber; David M. Tennent,The Effect of Varied Thiamine Intake on the Growth of Rats in Tropical Environment,0002-9513,10.1152/ajplegacy.1945.144.5.643,,,,,
1945,David Marine; Emil J. Baumann,"Effects of Thyroid Feeding, Thyroidectomy and Adrenalectomy on Thiourea Intoxication in Rats",0002-9513,10.1152/ajplegacy.1945.144.5.742,,,,,
1945,Roberto Martin Pinto,Interrelations of Adrenal and Sex Glands in Parabiotic Rats,0002-9513,10.1152/ajplegacy.1945.144.5.652,,,,,
1945,Wm. A. Hiestand; Donald C. Brodie,Effect of Isolated Posterior Pituitary Principles on Survival of the Primitive Respiratory Center in the Decapitated Rat Head,0002-9513,10.1152/ajplegacy.1945.144.5.658,,,,,
1945,Emil Bozler,The Action Potentials of the Stomach,0002-9513,10.1152/ajplegacy.1945.144.5.693,,,,,
1945,H. L. Campbell; H. C. Sherman,Influence of the Calcium Intake Level Upon the Complete Life Cycle of the Albino Rat,0002-9513,10.1152/ajplegacy.1945.144.5.717,,,,,
1945,Elizabeth Troescher-Elam; Giacomo R. Ancona; William J. Kerr,Histamine-Like Substance Present in Nasal Secretions of Common Cold and Allergic Rhinitis,0002-9513,10.1152/ajplegacy.1945.144.5.711,,,,,
1945,Henry N. Harkins; C. N. H. Long,Metabolic Changes in Shock After Burns,0002-9513,10.1152/ajplegacy.1945.144.5.661,,,,,
1945,R. C. Herrin; Walter J. Meek,Afferent Nerves Excited by Intestinal Distention,0002-9513,10.1152/ajplegacy.1945.144.5.720,,,,,
1945,Henry J. Ralston; Alison Taylor,Streamline Flow in the Arteries of the Dog and Cat,0002-9513,10.1152/ajplegacy.1945.144.5.706,,,,,
1945,Alfred E. Wilhelmi; Jane A. Russell; Mildred G. Engel; C. N. H. Long,Some Aspects of the Nitrogen Metabolism of Liver Tissue From Rats in Hemorrhagic Shock,0002-9513,10.1152/ajplegacy.1945.144.5.674,,,,,
1945,Warren S. Rehm; Allen J. Enelow,The Effect of Thiocyanate on Gastric Potential and Secretion,0002-9513,10.1152/ajplegacy.1945.144.5.701,,,,,
1945,Alfred E. Wilhelmi; Jane A. Russell; Frank L. Engel; C. N. H. Long,The Effects of Hepatic Anoxia on the Respiration of Liver Slices in Vitro,0002-9513,10.1152/ajplegacy.1945.144.5.669,,,,,
1945,Carlos A. Martinez; Maurice B. Visscher,Some Observations on General Skin Temperature Responses to Local Heating of Human Subjects in a Cold Environment,0002-9513,10.1152/ajplegacy.1945.144.5.724,,,,,
1945,R. W. Sperry,Centripetal Regeneration of the 8th Cranial Nerve Root With Systematic Restoration of Vestibular Reflexes,0002-9513,10.1152/ajplegacy.1945.144.5.735,,,,,
1945,Alfred E. Wilhelmi; Jane A. Russell; C. N. H. Long; Mildred G. Engel,The Effects of Anoxia and of Hemorrhage Upon the Metabolism of the Cerebral Cortex of the Rat,0002-9513,10.1152/ajplegacy.1945.144.5.683,,,,,
1945,W. R. Ruegamer; Langis Michaud; C. A. Elvehjem; E. B. Hart,Growth and Hemoglobin Production in Dogs on Purified Rations,0002-9513,10.1152/ajplegacy.1945.145.1.23,,,,,
1945,Curt P. Richter,A Comparison of the Nutritive Values of Dextrose and of Corn Syrups and of the Effects Produced on Their Utilization by Thiamine,0002-9513,10.1152/ajplegacy.1945.145.1.107,,,,,
1945,Benjamin H. Ershoff; David Hershberg,The Beneficial Effects of Yeast on the Cardiac Failure of Hyperthyroid Rats,0002-9513,10.1152/ajplegacy.1945.145.1.16,,,,,
1945,Daniel C. Darrow; Frank L. Engel,Liver Water and Electrolytes in Hemorrhagic Shock,0002-9513,10.1152/ajplegacy.1945.145.1.32,,,,,
1945,Frederic J. Kottke; W. G. Kubicek; Maurice B. Visscher,The Production of Arterial Hypertension by Chronic Renal Artery-Nerve Stimulation,0002-9513,10.1152/ajplegacy.1945.145.1.38,,,,,
1945,Steven M. Horvath,The Distribution of Phosphorus Compounds in the Gastrocnemius Muscle as Influenced by the Ageing Process,0002-9513,10.1152/ajplegacy.1945.145.1.77,,,,,
1945,L. B. Jaques; Allan Dunlop,The Effect of Calcium Concentration on Prothrombin Time,0002-9513,10.1152/ajplegacy.1945.145.1.67,,,,,
1945,Charles O. Warren,The Effect of Thiouracil on the Respiration of Bone Marrow and Leucocytes in Vitro,0002-9513,10.1152/ajplegacy.1945.145.1.71,,,,,
1945,Charles D. Kochakian,"The Effect of Various Steroid Hormones on the ""Alkaline"" and ""Acid"" Phosphatases of the Kidney of the Mouse",0002-9513,10.1152/ajplegacy.1945.145.1.118,,,,,
1945,W. H. McShan; Van R. Potter; Arthur Goldman; Elva G. Shipley; Roland K. Meyer,Biological Energy Transformations During Shock as Shown by Blood Chemistry,0002-9513,10.1152/ajplegacy.1945.145.1.93,,,,,
